label;geo_local_area;geom;geo_point_2d
61;Strathcona;"{""coordinates"": [-123.08620373566268, 49.28144470869038], ""type"": ""Point""}";49.28144470869038, -123.08620373566268
51;Grandview-Woodland;"{""coordinates"": [-123.07406551043346, 49.27167380472912], ""type"": ""Point""}";49.27167380472912, -123.07406551043346
38;Grandview-Woodland;"{""coordinates"": [-123.0701749248136, 49.274229463847774], ""type"": ""Point""}";49.274229463847774, -123.0701749248136
39;Grandview-Woodland;"{""coordinates"": [-123.07510121482427, 49.273278058167016], ""type"": ""Point""}";49.273278058167016, -123.07510121482427
73;Grandview-Woodland;"{""coordinates"": [-123.07096757876947, 49.268093718459625], ""type"": ""Point""}";49.268093718459625, -123.07096757876947
70;Grandview-Woodland;"{""coordinates"": [-123.07599683833381, 49.26815032907302], ""type"": ""Point""}";49.26815032907302, -123.07599683833381
C;Kensington-Cedar Cottage;"{""coordinates"": [-123.06960695448076, 49.25489897182646], ""type"": ""Point""}";49.25489897182646, -123.06960695448076
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.06827906434867, 49.24522777356146], ""type"": ""Point""}";49.24522777356146, -123.06827906434867
23;Kensington-Cedar Cottage;"{""coordinates"": [-123.07114496877414, 49.24624556391002], ""type"": ""Point""}";49.24624556391002, -123.07114496877414
BLK. 170;Kensington-Cedar Cottage;"{""coordinates"": [-123.07229277818044, 49.25806511368827], ""type"": ""Point""}";49.25806511368827, -123.07229277818044
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.07738925570754, 49.24324831362714], ""type"": ""Point""}";49.24324831362714, -123.07738925570754
2;Kensington-Cedar Cottage;"{""coordinates"": [-123.07066643261359, 49.23554374352716], ""type"": ""Point""}";49.23554374352716, -123.07066643261359
6;Kensington-Cedar Cottage;"{""coordinates"": [-123.0781346360541, 49.237143802895226], ""type"": ""Point""}";49.237143802895226, -123.0781346360541
4;Kensington-Cedar Cottage;"{""coordinates"": [-123.0780247442531, 49.23799380195135], ""type"": ""Point""}";49.23799380195135, -123.0780247442531
2;Kensington-Cedar Cottage;"{""coordinates"": [-123.07287402241596, 49.23874548025868], ""type"": ""Point""}";49.23874548025868, -123.07287402241596
7;Kensington-Cedar Cottage;"{""coordinates"": [-123.07291566263412, 49.24464375817546], ""type"": ""Point""}";49.24464375817546, -123.07291566263412
BLK;Kensington-Cedar Cottage;"{""coordinates"": [-123.074212369951, 49.24479087710718], ""type"": ""Point""}";49.24479087710718, -123.074212369951
8;Victoria-Fraserview;"{""coordinates"": [-123.07100156503688, 49.2278343079398], ""type"": ""Point""}";49.2278343079398, -123.07100156503688
3;Victoria-Fraserview;"{""coordinates"": [-123.06865142485731, 49.228153935842094], ""type"": ""Point""}";49.228153935842094, -123.06865142485731
4;Victoria-Fraserview;"{""coordinates"": [-123.07634122590667, 49.22981982639957], ""type"": ""Point""}";49.22981982639957, -123.07634122590667
5;Victoria-Fraserview;"{""coordinates"": [-123.07274817559336, 49.222668131168824], ""type"": ""Point""}";49.222668131168824, -123.07274817559336
20;Victoria-Fraserview;"{""coordinates"": [-123.07070378655966, 49.226758657300095], ""type"": ""Point""}";49.226758657300095, -123.07070378655966
2;Victoria-Fraserview;"{""coordinates"": [-123.07511972643262, 49.226460933409214], ""type"": ""Point""}";49.226460933409214, -123.07511972643262
8;Victoria-Fraserview;"{""coordinates"": [-123.07029347946789, 49.20996433252819], ""type"": ""Point""}";49.20996433252819, -123.07029347946789
6;Victoria-Fraserview;"{""coordinates"": [-123.07000683966685, 49.21774016378682], ""type"": ""Point""}";49.21774016378682, -123.07000683966685
21;Victoria-Fraserview;"{""coordinates"": [-123.07482283133525, 49.21666384612594], ""type"": ""Point""}";49.21666384612594, -123.07482283133525
5;Grandview-Woodland;"{""coordinates"": [-123.07545145929286, 49.282906605826355], ""type"": ""Point""}";49.282906605826355, -123.07545145929286
16;Grandview-Woodland;"{""coordinates"": [-123.07155268945931, 49.282514656377394], ""type"": ""Point""}";49.282514656377394, -123.07155268945931
2;Victoria-Fraserview;"{""coordinates"": [-123.06833697213841, 49.208944487292044], ""type"": ""Point""}";49.208944487292044, -123.06833697213841
B;Grandview-Woodland;"{""coordinates"": [-123.06281037194357, 49.26878866017413], ""type"": ""Point""}";49.26878866017413, -123.06281037194357
4;Grandview-Woodland;"{""coordinates"": [-123.06077722607156, 49.270841542439705], ""type"": ""Point""}";49.270841542439705, -123.06077722607156
2;Grandview-Woodland;"{""coordinates"": [-123.0589150091867, 49.27154380815665], ""type"": ""Point""}";49.27154380815665, -123.0589150091867
A;Kensington-Cedar Cottage;"{""coordinates"": [-123.06073503833625, 49.261479953673515], ""type"": ""Point""}";49.261479953673515, -123.06073503833625
D;Kensington-Cedar Cottage;"{""coordinates"": [-123.06713797987531, 49.26002898236581], ""type"": ""Point""}";49.26002898236581, -123.06713797987531
C;Grandview-Woodland;"{""coordinates"": [-123.06109397577568, 49.2655311956], ""type"": ""Point""}";49.2655311956, -123.06109397577568
D;Grandview-Woodland;"{""coordinates"": [-123.062904722806, 49.26554332996935], ""type"": ""Point""}";49.26554332996935, -123.062904722806
BLK. 167;Kensington-Cedar Cottage;"{""coordinates"": [-123.061602551695, 49.258369310504776], ""type"": ""Point""}";49.258369310504776, -123.061602551695
C;Kensington-Cedar Cottage;"{""coordinates"": [-123.06374785554617, 49.24792924687602], ""type"": ""Point""}";49.24792924687602, -123.06374785554617
2;Kensington-Cedar Cottage;"{""coordinates"": [-123.06021635241382, 49.237042163662565], ""type"": ""Point""}";49.237042163662565, -123.06021635241382
52;Grandview-Woodland;"{""coordinates"": [-123.05742369538481, 49.27997300263326], ""type"": ""Point""}";49.27997300263326, -123.05742369538481
46;Grandview-Woodland;"{""coordinates"": [-123.06278359316512, 49.280789261651655], ""type"": ""Point""}";49.280789261651655, -123.06278359316512
53;Grandview-Woodland;"{""coordinates"": [-123.05832184602613, 49.282433192426325], ""type"": ""Point""}";49.282433192426325, -123.05832184602613
35;Grandview-Woodland;"{""coordinates"": [-123.0609499068136, 49.28241941376464], ""type"": ""Point""}";49.28241941376464, -123.0609499068136
23;Hastings-Sunrise;"{""coordinates"": [-123.05256445083403, 49.27076116861662], ""type"": ""Point""}";49.27076116861662, -123.05256445083403
52;Hastings-Sunrise;"{""coordinates"": [-123.04588232390678, 49.27261644002466], ""type"": ""Point""}";49.27261644002466, -123.04588232390678
3;Hastings-Sunrise;"{""coordinates"": [-123.05109576859702, 49.27360127634132], ""type"": ""Point""}";49.27360127634132, -123.05109576859702
V;Renfrew-Collingwood;"{""coordinates"": [-123.0534005323298, 49.257819350393994], ""type"": ""Point""}";49.257819350393994, -123.0534005323298
5;Renfrew-Collingwood;"{""coordinates"": [-123.05562087206317, 49.25948702261736], ""type"": ""Point""}";49.25948702261736, -123.05562087206317
L;Renfrew-Collingwood;"{""coordinates"": [-123.04583526984403, 49.25347558894777], ""type"": ""Point""}";49.25347558894777, -123.04583526984403
F;Renfrew-Collingwood;"{""coordinates"": [-123.0511086768123, 49.250989058102746], ""type"": ""Point""}";49.250989058102746, -123.0511086768123
N;Renfrew-Collingwood;"{""coordinates"": [-123.0541707343568, 49.252660270650566], ""type"": ""Point""}";49.252660270650566, -123.0541707343568
B;Renfrew-Collingwood;"{""coordinates"": [-123.05099118385971, 49.25431818747751], ""type"": ""Point""}";49.25431818747751, -123.05099118385971
5;Renfrew-Collingwood;"{""coordinates"": [-123.04880790190235, 49.24479628926995], ""type"": ""Point""}";49.24479628926995, -123.04880790190235
125;Renfrew-Collingwood;"{""coordinates"": [-123.04725317630665, 49.2427486486206], ""type"": ""Point""}";49.2427486486206, -123.04725317630665
3;Renfrew-Collingwood;"{""coordinates"": [-123.04810759688287, 49.24655594248945], ""type"": ""Point""}";49.24655594248945, -123.04810759688287
4;Renfrew-Collingwood;"{""coordinates"": [-123.04808090460773, 49.247366954562956], ""type"": ""Point""}";49.247366954562956, -123.04808090460773
4;Victoria-Fraserview;"{""coordinates"": [-123.05314585352485, 49.22788069327214], ""type"": ""Point""}";49.22788069327214, -123.05314585352485
6;Renfrew-Collingwood;"{""coordinates"": [-123.04737483347833, 49.23552399785453], ""type"": ""Point""}";49.23552399785453, -123.04737483347833
4;Renfrew-Collingwood;"{""coordinates"": [-123.04824621901783, 49.238729425824005], ""type"": ""Point""}";49.238729425824005, -123.04824621901783
7;Victoria-Fraserview;"{""coordinates"": [-123.05161965820909, 49.222150466249936], ""type"": ""Point""}";49.222150466249936, -123.05161965820909
10;Killarney;"{""coordinates"": [-123.04793420565915, 49.22556662149231], ""type"": ""Point""}";49.22556662149231, -123.04793420565915
38;Hastings-Sunrise;"{""coordinates"": [-123.05331601189997, 49.2823743624053], ""type"": ""Point""}";49.2823743624053, -123.05331601189997
18;Hastings-Sunrise;"{""coordinates"": [-123.05557003562447, 49.28507824783437], ""type"": ""Point""}";49.28507824783437, -123.05557003562447
2;Hastings-Sunrise;"{""coordinates"": [-123.05330787198237, 49.28604793145462], ""type"": ""Point""}";49.28604793145462, -123.05330787198237
4;Hastings-Sunrise;"{""coordinates"": [-123.04803773301781, 49.28604821859111], ""type"": ""Point""}";49.28604821859111, -123.04803773301781
1;Hastings-Sunrise;"{""coordinates"": [-123.05556927409846, 49.2859912939379], ""type"": ""Point""}";49.2859912939379, -123.05556927409846
68;Killarney;"{""coordinates"": [-123.05282646920088, 49.20624933918429], ""type"": ""Point""}";49.20624933918429, -123.05282646920088
72;Victoria-Fraserview;"{""coordinates"": [-123.05277232575811, 49.215952048704715], ""type"": ""Point""}";49.215952048704715, -123.05277232575811
5;Hastings-Sunrise;"{""coordinates"": [-123.03513930314482, 49.27356122926424], ""type"": ""Point""}";49.27356122926424, -123.03513930314482
58;Hastings-Sunrise;"{""coordinates"": [-123.04812627538375, 49.28056677497732], ""type"": ""Point""}";49.28056677497732, -123.04812627538375
79;Hastings-Sunrise;"{""coordinates"": [-123.05073939182745, 49.278048086204166], ""type"": ""Point""}";49.278048086204166, -123.05073939182745
33;Hastings-Sunrise;"{""coordinates"": [-123.04811851335903, 49.28328656847089], ""type"": ""Point""}";49.28328656847089, -123.04811851335903
26;Hastings-Sunrise;"{""coordinates"": [-123.04277793255034, 49.26235840982862], ""type"": ""Point""}";49.26235840982862, -123.04277793255034
61;Hastings-Sunrise;"{""coordinates"": [-123.04032318835053, 49.2660651453679], ""type"": ""Point""}";49.2660651453679, -123.04032318835053
82;Hastings-Sunrise;"{""coordinates"": [-123.03540684306584, 49.270740561660055], ""type"": ""Point""}";49.270740561660055, -123.03540684306584
73;Hastings-Sunrise;"{""coordinates"": [-123.03782810487229, 49.26880448726878], ""type"": ""Point""}";49.26880448726878, -123.03782810487229
1;Renfrew-Collingwood;"{""coordinates"": [-123.04028802512781, 49.24485413961246], ""type"": ""Point""}";49.24485413961246, -123.04028802512781
1;Renfrew-Collingwood;"{""coordinates"": [-123.0431350005967, 49.24736683814847], ""type"": ""Point""}";49.24736683814847, -123.0431350005967
F;Renfrew-Collingwood;"{""coordinates"": [-123.04032446909, 49.25093661054137], ""type"": ""Point""}";49.25093661054137, -123.04032446909
1;Renfrew-Collingwood;"{""coordinates"": [-123.03553274855913, 49.24997057631747], ""type"": ""Point""}";49.24997057631747, -123.03553274855913
113;Renfrew-Collingwood;"{""coordinates"": [-123.0443624398017, 49.24134800394201], ""type"": ""Point""}";49.24134800394201, -123.0443624398017
14;Marpole;"{""coordinates"": [-123.13062399948711, 49.211836197547], ""type"": ""Point""}";49.211836197547, -123.13062399948711
20;Marpole;"{""coordinates"": [-123.12638026135954, 49.21166863189951], ""type"": ""Point""}";49.21166863189951, -123.12638026135954
21;Marpole;"{""coordinates"": [-123.1228919114464, 49.209149999644445], ""type"": ""Point""}";49.209149999644445, -123.1228919114464
32;Marpole;"{""coordinates"": [-123.12998766612822, 49.20970842294496], ""type"": ""Point""}";49.20970842294496, -123.12998766612822
35;Marpole;"{""coordinates"": [-123.13220590115453, 49.20977017668829], ""type"": ""Point""}";49.20977017668829, -123.13220590115453
12;Marpole;"{""coordinates"": [-123.13166105502314, 49.217572958686354], ""type"": ""Point""}";49.217572958686354, -123.13166105502314
BLK A;Marpole;"{""coordinates"": [-123.12696889816601, 49.21404700572441], ""type"": ""Point""}";49.21404700572441, -123.12696889816601
BLK  C;Marpole;"{""coordinates"": [-123.12966893588258, 49.20663880434963], ""type"": ""Point""}";49.20663880434963, -123.12966893588258
X;Marpole;"{""coordinates"": [-123.12554750103492, 49.207652737689656], ""type"": ""Point""}";49.207652737689656, -123.12554750103492
22;Marpole;"{""coordinates"": [-123.122776920331, 49.20873157997578], ""type"": ""Point""}";49.20873157997578, -123.122776920331
14;Marpole;"{""coordinates"": [-123.1321491771029, 49.20510558739939], ""type"": ""Point""}";49.20510558739939, -123.1321491771029
9;West End;"{""coordinates"": [-123.12876273528286, 49.28086282002488], ""type"": ""Point""}";49.28086282002488, -123.12876273528286
11;West End;"{""coordinates"": [-123.1308714761965, 49.27919729585966], ""type"": ""Point""}";49.27919729585966, -123.1308714761965
6;West End;"{""coordinates"": [-123.12581775250386, 49.28291857497714], ""type"": ""Point""}";49.28291857497714, -123.12581775250386
33;West End;"{""coordinates"": [-123.13016138984527, 49.28558873093377], ""type"": ""Point""}";49.28558873093377, -123.13016138984527
380;Fairview;"{""coordinates"": [-123.11642048769029, 49.261433025938686], ""type"": ""Point""}";49.261433025938686, -123.11642048769029
340;Fairview;"{""coordinates"": [-123.11648980974549, 49.26372659919136], ""type"": ""Point""}";49.26372659919136, -123.11648980974549
835;Shaughnessy;"{""coordinates"": [-123.12922285474028, 49.24106109639354], ""type"": ""Point""}";49.24106109639354, -123.12922285474028
695;Shaughnessy;"{""coordinates"": [-123.12897813757951, 49.24757231147477], ""type"": ""Point""}";49.24757231147477, -123.12897813757951
717;South Cambie;"{""coordinates"": [-123.12370049166704, 49.24654741810913], ""type"": ""Point""}";49.24654741810913, -123.12370049166704
914;Shaughnessy;"{""coordinates"": [-123.13154158229034, 49.23717914495199], ""type"": ""Point""}";49.23717914495199, -123.13154158229034
BLK;Oakridge;"{""coordinates"": [-123.1256503697533, 49.22972556975994], ""type"": ""Point""}";49.22972556975994, -123.1256503697533
BLK 1008;Oakridge;"{""coordinates"": [-123.12630097027579, 49.23354196157505], ""type"": ""Point""}";49.23354196157505, -123.12630097027579
865;South Cambie;"{""coordinates"": [-123.12783660794061, 49.23507122849991], ""type"": ""Point""}";49.23507122849991, -123.12783660794061
27;Marpole;"{""coordinates"": [-123.12493499353019, 49.21426851952102], ""type"": ""Point""}";49.21426851952102, -123.12493499353019
4;Marpole;"{""coordinates"": [-123.12339315589558, 49.21567347697731], ""type"": ""Point""}";49.21567347697731, -123.12339315589558
A;Marpole;"{""coordinates"": [-123.12290117468063, 49.213883949130754], ""type"": ""Point""}";49.213883949130754, -123.12290117468063
BLK;Oakridge;"{""coordinates"": [-123.12706367292861, 49.21967338624191], ""type"": ""Point""}";49.21967338624191, -123.12706367292861
5;Oakridge;"{""coordinates"": [-123.1298583688977, 49.21973929905283], ""type"": ""Point""}";49.21973929905283, -123.1298583688977
BLK;Oakridge;"{""coordinates"": [-123.13278384224245, 49.219506251883764], ""type"": ""Point""}";49.219506251883764, -123.13278384224245
6;Marpole;"{""coordinates"": [-123.12743963468033, 49.21852319581984], ""type"": ""Point""}";49.21852319581984, -123.12743963468033
