label;geo_local_area;geom;geo_point_2d
21;Downtown;"{""coordinates"": [-123.1162172697627, 49.28575934778608], ""type"": ""Point""}";49.28575934778608, -123.1162172697627
9;Mount Pleasant;"{""coordinates"": [-123.10561415416238, 49.26961699043623], ""type"": ""Point""}";49.26961699043623, -123.10561415416238
7;Mount Pleasant;"{""coordinates"": [-123.10178774880124, 49.269549443533684], ""type"": ""Point""}";49.269549443533684, -123.10178774880124
14;Mount Pleasant;"{""coordinates"": [-123.10197893460045, 49.26855700574486], ""type"": ""Point""}";49.26855700574486, -123.10197893460045
4;Riley Park;"{""coordinates"": [-123.10392084315258, 49.25311524902181], ""type"": ""Point""}";49.25311524902181, -123.10392084315258
4;Riley Park;"{""coordinates"": [-123.10217623645725, 49.25049830429952], ""type"": ""Point""}";49.25049830429952, -123.10217623645725
523;Riley Park;"{""coordinates"": [-123.10870628534063, 49.25509996770595], ""type"": ""Point""}";49.25509996770595, -123.10870628534063
R;Mount Pleasant;"{""coordinates"": [-123.1104853018825, 49.25803619004135], ""type"": ""Point""}";49.25803619004135, -123.1104853018825
S;Mount Pleasant;"{""coordinates"": [-123.11035446608864, 49.257141614960084], ""type"": ""Point""}";49.257141614960084, -123.11035446608864
504;Riley Park;"{""coordinates"": [-123.10622715429119, 49.25604137451674], ""type"": ""Point""}";49.25604137451674, -123.10622715429119
52;Mount Pleasant;"{""coordinates"": [-123.10425712519051, 49.25788905936613], ""type"": ""Point""}";49.25788905936613, -123.10425712519051
21;Mount Pleasant;"{""coordinates"": [-123.11025137576786, 49.26346928684199], ""type"": ""Point""}";49.26346928684199, -123.11025137576786
16;Riley Park;"{""coordinates"": [-123.10275080936559, 49.248436115460265], ""type"": ""Point""}";49.248436115460265, -123.10275080936559
13;Riley Park;"{""coordinates"": [-123.1036906789522, 49.24844831882286], ""type"": ""Point""}";49.24844831882286, -123.1036906789522
7;Riley Park;"{""coordinates"": [-123.10463917127997, 49.247033449355925], ""type"": ""Point""}";49.247033449355925, -123.10463917127997
6;Riley Park;"{""coordinates"": [-123.10461941356752, 49.24742384230764], ""type"": ""Point""}";49.24742384230764, -123.10461941356752
704;Riley Park;"{""coordinates"": [-123.10646710664777, 49.24726546640877], ""type"": ""Point""}";49.24726546640877, -123.10646710664777
722;Riley Park;"{""coordinates"": [-123.11093056781775, 49.246177422317956], ""type"": ""Point""}";49.246177422317956, -123.11093056781775
583;Riley Park;"{""coordinates"": [-123.10879721239144, 49.2522462110208], ""type"": ""Point""}";49.2522462110208, -123.10879721239144
A;Riley Park;"{""coordinates"": [-123.10432092645411, 49.23668338232745], ""type"": ""Point""}";49.23668338232745, -123.10432092645411
4;Riley Park;"{""coordinates"": [-123.10236601742506, 49.23974638408376], ""type"": ""Point""}";49.23974638408376, -123.10236601742506
6;Riley Park;"{""coordinates"": [-123.10240009138823, 49.24366185596433], ""type"": ""Point""}";49.24366185596433, -123.10240009138823
807;Riley Park;"{""coordinates"": [-123.10983166341686, 49.24151430690585], ""type"": ""Point""}";49.24151430690585, -123.10983166341686
63;Riley Park;"{""coordinates"": [-123.10080127901384, 49.24520321940441], ""type"": ""Point""}";49.24520321940441, -123.10080127901384
5;Sunset;"{""coordinates"": [-123.10283195370985, 49.229700361779884], ""type"": ""Point""}";49.229700361779884, -123.10283195370985
D;Sunset;"{""coordinates"": [-123.10401745194326, 49.231910847357994], ""type"": ""Point""}";49.231910847357994, -123.10401745194326
1;Sunset;"{""coordinates"": [-123.10249395347608, 49.232765858774115], ""type"": ""Point""}";49.232765858774115, -123.10249395347608
1;Sunset;"{""coordinates"": [-123.10516640348698, 49.232812462938156], ""type"": ""Point""}";49.232812462938156, -123.10516640348698
1044;Oakridge;"{""coordinates"": [-123.10717981945369, 49.23173109189989], ""type"": ""Point""}";49.23173109189989, -123.10717981945369
C;Sunset;"{""coordinates"": [-123.1048981544898, 49.21813801944828], ""type"": ""Point""}";49.21813801944828, -123.1048981544898
2;Sunset;"{""coordinates"": [-123.10294711692454, 49.22507630747916], ""type"": ""Point""}";49.22507630747916, -123.10294711692454
3;Sunset;"{""coordinates"": [-123.10257702377983, 49.23141652375681], ""type"": ""Point""}";49.23141652375681, -123.10257702377983
3;Sunset;"{""coordinates"": [-123.10480083804362, 49.22795189271222], ""type"": ""Point""}";49.22795189271222, -123.10480083804362
29;Downtown;"{""coordinates"": [-123.10634843456124, 49.28119522815025], ""type"": ""Point""}";49.28119522815025, -123.10634843456124
11;Downtown;"{""coordinates"": [-123.11011564766326, 49.283306609601915], ""type"": ""Point""}";49.283306609601915, -123.11011564766326
27;Downtown;"{""coordinates"": [-123.1102493137352, 49.2822032147919], ""type"": ""Point""}";49.2822032147919, -123.1102493137352
1;Downtown;"{""coordinates"": [-123.10345747566875, 49.283652978155125], ""type"": ""Point""}";49.283652978155125, -123.10345747566875
E;Marpole;"{""coordinates"": [-123.10893154754648, 49.212839069955024], ""type"": ""Point""}";49.212839069955024, -123.10893154754648
A;Marpole;"{""coordinates"": [-123.10875155150147, 49.216311796527194], ""type"": ""Point""}";49.216311796527194, -123.10875155150147
2;Sunset;"{""coordinates"": [-123.10309675201681, 49.21430386498029], ""type"": ""Point""}";49.21430386498029, -123.10309675201681
5;Marpole;"{""coordinates"": [-123.10725647210442, 49.215229676872006], ""type"": ""Point""}";49.215229676872006, -123.10725647210442
3;Sunset;"{""coordinates"": [-123.10293297364949, 49.21601208909365], ""type"": ""Point""}";49.21601208909365, -123.10293297364949
2;Sunset;"{""coordinates"": [-123.10475829264328, 49.21538245157914], ""type"": ""Point""}";49.21538245157914, -123.10475829264328
92;Mount Pleasant;"{""coordinates"": [-123.09180252345676, 49.26654037813936], ""type"": ""Point""}";49.26654037813936, -123.09180252345676
43;Mount Pleasant;"{""coordinates"": [-123.09946013750843, 49.2639848445605], ""type"": ""Point""}";49.2639848445605, -123.09946013750843
42;Mount Pleasant;"{""coordinates"": [-123.09805195570557, 49.263960447818576], ""type"": ""Point""}";49.263960447818576, -123.09805195570557
6;Strathcona;"{""coordinates"": [-123.10007984087038, 49.269235680818525], ""type"": ""Point""}";49.269235680818525, -123.10007984087038
12;Downtown;"{""coordinates"": [-123.10118068973739, 49.28072876426], ""type"": ""Point""}";49.28072876426, -123.10118068973739
1;Downtown;"{""coordinates"": [-123.10541693753419, 49.28405498257155], ""type"": ""Point""}";49.28405498257155, -123.10541693753419
129;Mount Pleasant;"{""coordinates"": [-123.0942649981062, 49.25914089930363], ""type"": ""Point""}";49.25914089930363, -123.0942649981062
116;Mount Pleasant;"{""coordinates"": [-123.09699072720868, 49.26058084554103], ""type"": ""Point""}";49.26058084554103, -123.09699072720868
128;Mount Pleasant;"{""coordinates"": [-123.09419268885874, 49.26000469650471], ""type"": ""Point""}";49.26000469650471, -123.09419268885874
41;Mount Pleasant;"{""coordinates"": [-123.09649033458864, 49.26382596189779], ""type"": ""Point""}";49.26382596189779, -123.09649033458864
11;Riley Park;"{""coordinates"": [-123.09603993900686, 49.24697714169466], ""type"": ""Point""}";49.24697714169466, -123.09603993900686
69;Riley Park;"{""coordinates"": [-123.09297661054235, 49.25410690690344], ""type"": ""Point""}";49.25410690690344, -123.09297661054235
26;Riley Park;"{""coordinates"": [-123.09489695314397, 49.243824564046335], ""type"": ""Point""}";49.243824564046335, -123.09489695314397
23;Riley Park;"{""coordinates"": [-123.09516038767379, 49.24504742053644], ""type"": ""Point""}";49.24504742053644, -123.09516038767379
2;Riley Park;"{""coordinates"": [-123.0960781415488, 49.243141739797295], ""type"": ""Point""}";49.243141739797295, -123.0960781415488
11;Riley Park;"{""coordinates"": [-123.0993130792363, 49.24357733311528], ""type"": ""Point""}";49.24357733311528, -123.0993130792363
65;Riley Park;"{""coordinates"": [-123.09946594477428, 49.24531029567343], ""type"": ""Point""}";49.24531029567343, -123.09946594477428
52;Riley Park;"{""coordinates"": [-123.0984109241393, 49.2483302418889], ""type"": ""Point""}";49.2483302418889, -123.0984109241393
205;Riley Park;"{""coordinates"": [-123.09088205424388, 49.242951098393874], ""type"": ""Point""}";49.242951098393874, -123.09088205424388
A;Riley Park;"{""coordinates"": [-123.09407375415343, 49.238295934762775], ""type"": ""Point""}";49.238295934762775, -123.09407375415343
1;Riley Park;"{""coordinates"": [-123.09520591808398, 49.23994360159952], ""type"": ""Point""}";49.23994360159952, -123.09520591808398
8;Riley Park;"{""coordinates"": [-123.09811160629864, 49.2398849861738], ""type"": ""Point""}";49.2398849861738, -123.09811160629864
5;Riley Park;"{""coordinates"": [-123.09386802034719, 49.24216697965067], ""type"": ""Point""}";49.24216697965067, -123.09386802034719
172;Riley Park;"{""coordinates"": [-123.09082924230168, 49.24498129275366], ""type"": ""Point""}";49.24498129275366, -123.09082924230168
201;Riley Park;"{""coordinates"": [-123.09315519353312, 49.243995110057526], ""type"": ""Point""}";49.243995110057526, -123.09315519353312
8;Sunset;"{""coordinates"": [-123.09335246514703, 49.22594181634131], ""type"": ""Point""}";49.22594181634131, -123.09335246514703
3;Sunset;"{""coordinates"": [-123.09193342346734, 49.22666005681538], ""type"": ""Point""}";49.22666005681538, -123.09193342346734
2;Sunset;"{""coordinates"": [-123.09254672225457, 49.22301477523049], ""type"": ""Point""}";49.22301477523049, -123.09254672225457
4;Sunset;"{""coordinates"": [-123.09856349015028, 49.226925257575836], ""type"": ""Point""}";49.226925257575836, -123.09856349015028
1;Riley Park;"{""coordinates"": [-123.09774591417532, 49.23404464609664], ""type"": ""Point""}";49.23404464609664, -123.09774591417532
5;Riley Park;"{""coordinates"": [-123.09839641409717, 49.235668896992955], ""type"": ""Point""}";49.235668896992955, -123.09839641409717
9;Sunset;"{""coordinates"": [-123.0955809391807, 49.21897510936993], ""type"": ""Point""}";49.21897510936993, -123.0955809391807
3;Sunset;"{""coordinates"": [-123.09285666950673, 49.22213471716283], ""type"": ""Point""}";49.22213471716283, -123.09285666950673
2;Sunset;"{""coordinates"": [-123.09288169873321, 49.220328743315825], ""type"": ""Point""}";49.220328743315825, -123.09288169873321
3;Sunset;"{""coordinates"": [-123.09588627154156, 49.22128709139729], ""type"": ""Point""}";49.22128709139729, -123.09588627154156
5;Sunset;"{""coordinates"": [-123.09544849608555, 49.22263547622908], ""type"": ""Point""}";49.22263547622908, -123.09544849608555
21;Sunset;"{""coordinates"": [-123.09466612450633, 49.224949523016264], ""type"": ""Point""}";49.224949523016264, -123.09466612450633
20;Sunset;"{""coordinates"": [-123.09506287203946, 49.22692688705205], ""type"": ""Point""}";49.22692688705205, -123.09506287203946
19;Sunset;"{""coordinates"": [-123.09566966587599, 49.22693716243713], ""type"": ""Point""}";49.22693716243713, -123.09566966587599
E;Sunset;"{""coordinates"": [-123.09282722329405, 49.21132515027733], ""type"": ""Point""}";49.21132515027733, -123.09282722329405
5;Sunset;"{""coordinates"": [-123.09691468148237, 49.21203511036919], ""type"": ""Point""}";49.21203511036919, -123.09691468148237
2;Sunset;"{""coordinates"": [-123.09944979067481, 49.215963003818075], ""type"": ""Point""}";49.215963003818075, -123.09944979067481
11;Sunset;"{""coordinates"": [-123.09655716996669, 49.214015325918574], ""type"": ""Point""}";49.214015325918574, -123.09655716996669
3;Sunset;"{""coordinates"": [-123.09243971364864, 49.217581841832896], ""type"": ""Point""}";49.217581841832896, -123.09243971364864
16;Strathcona;"{""coordinates"": [-123.09835696794165, 49.279789478962556], ""type"": ""Point""}";49.279789478962556, -123.09835696794165
17;Strathcona;"{""coordinates"": [-123.09865512200007, 49.278888735203715], ""type"": ""Point""}";49.278888735203715, -123.09865512200007
10;Strathcona;"{""coordinates"": [-123.09848419687357, 49.28165793910415], ""type"": ""Point""}";49.28165793910415, -123.09848419687357
40;Strathcona;"{""coordinates"": [-123.09665250797786, 49.28344314815803], ""type"": ""Point""}";49.28344314815803, -123.09665250797786
58;Strathcona;"{""coordinates"": [-123.09248382854518, 49.28150397959039], ""type"": ""Point""}";49.28150397959039, -123.09248382854518
59;Strathcona;"{""coordinates"": [-123.09059249109085, 49.28152743510292], ""type"": ""Point""}";49.28152743510292, -123.09059249109085
F;Mount Pleasant;"{""coordinates"": [-123.08628732495252, 49.26000917080094], ""type"": ""Point""}";49.26000917080094, -123.08628732495252
E;Mount Pleasant;"{""coordinates"": [-123.08823547480921, 49.26001982498959], ""type"": ""Point""}";49.26001982498959, -123.08823547480921
82;Strathcona;"{""coordinates"": [-123.07905339680885, 49.26551549117062], ""type"": ""Point""}";49.26551549117062, -123.07905339680885
95;Mount Pleasant;"{""coordinates"": [-123.08049580133552, 49.26468031616345], ""type"": ""Point""}";49.26468031616345, -123.08049580133552
77;Strathcona;"{""coordinates"": [-123.07904784422712, 49.266539697570934], ""type"": ""Point""}";49.266539697570934, -123.07904784422712
98;Mount Pleasant;"{""coordinates"": [-123.08613109050238, 49.264607088605906], ""type"": ""Point""}";49.264607088605906, -123.08613109050238
PCL. I;Strathcona;"{""coordinates"": [-123.08771701125289, 49.267131019517926], ""type"": ""Point""}";49.267131019517926, -123.08771701125289
PCL.;Strathcona;"{""coordinates"": [-123.08472939067951, 49.27111999206901], ""type"": ""Point""}";49.27111999206901, -123.08472939067951
G;Strathcona;"{""coordinates"": [-123.08861294495914, 49.271610834143644], ""type"": ""Point""}";49.271610834143644, -123.08861294495914
47;Strathcona;"{""coordinates"": [-123.08121395469884, 49.274668006775464], ""type"": ""Point""}";49.274668006775464, -123.08121395469884
122;Strathcona;"{""coordinates"": [-123.09519174682991, 49.27975612214493], ""type"": ""Point""}";49.27975612214493, -123.09519174682991
19;Downtown;"{""coordinates"": [-123.10030100200278, 49.27827328012301], ""type"": ""Point""}";49.27827328012301, -123.10030100200278
1;Downtown;"{""coordinates"": [-123.10017101048251, 49.27920451116674], ""type"": ""Point""}";49.27920451116674, -123.10017101048251
81;Kensington-Cedar Cottage;"{""coordinates"": [-123.08281073262397, 49.254814126889386], ""type"": ""Point""}";49.254814126889386, -123.08281073262397
159;Mount Pleasant;"{""coordinates"": [-123.07873891170735, 49.26084454060756], ""type"": ""Point""}";49.26084454060756, -123.07873891170735
D;Mount Pleasant;"{""coordinates"": [-123.0786963685334, 49.260304901986586], ""type"": ""Point""}";49.260304901986586, -123.0786963685334
J;Kensington-Cedar Cottage;"{""coordinates"": [-123.08093330117705, 49.24875209194952], ""type"": ""Point""}";49.24875209194952, -123.08093330117705
16;Kensington-Cedar Cottage;"{""coordinates"": [-123.08300097981446, 49.2503064754414], ""type"": ""Point""}";49.2503064754414, -123.08300097981446
18;Kensington-Cedar Cottage;"{""coordinates"": [-123.0869531929658, 49.250349165290466], ""type"": ""Point""}";49.250349165290466, -123.0869531929658
BLK. 172;Mount Pleasant;"{""coordinates"": [-123.0804430362275, 49.25811967962802], ""type"": ""Point""}";49.25811967962802, -123.0804430362275
7;Kensington-Cedar Cottage;"{""coordinates"": [-123.08195640274123, 49.24351260132481], ""type"": ""Point""}";49.24351260132481, -123.08195640274123
8;Kensington-Cedar Cottage;"{""coordinates"": [-123.08572129741258, 49.24346415535106], ""type"": ""Point""}";49.24346415535106, -123.08572129741258
B;Kensington-Cedar Cottage;"{""coordinates"": [-123.08341963814989, 49.24725614385693], ""type"": ""Point""}";49.24725614385693, -123.08341963814989
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.08807881498774, 49.23321822844153], ""type"": ""Point""}";49.23321822844153, -123.08807881498774
2;Kensington-Cedar Cottage;"{""coordinates"": [-123.07897043472967, 49.23558988125619], ""type"": ""Point""}";49.23558988125619, -123.07897043472967
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.08041938823042, 49.233849766991874], ""type"": ""Point""}";49.233849766991874, -123.08041938823042
11;Kensington-Cedar Cottage;"{""coordinates"": [-123.08616946000222, 49.23337764306095], ""type"": ""Point""}";49.23337764306095, -123.08616946000222
2;Sunset;"{""coordinates"": [-123.08233351802242, 49.222679849377776], ""type"": ""Point""}";49.222679849377776, -123.08233351802242
5;Sunset;"{""coordinates"": [-123.08446892205843, 49.22623587253372], ""type"": ""Point""}";49.22623587253372, -123.08446892205843
4;Sunset;"{""coordinates"": [-123.08576312567789, 49.228083418337704], ""type"": ""Point""}";49.228083418337704, -123.08576312567789
4;Sunset;"{""coordinates"": [-123.081857411543, 49.22995367677884], ""type"": ""Point""}";49.22995367677884, -123.081857411543
15;Kensington-Cedar Cottage;"{""coordinates"": [-123.08384098189886, 49.233332176337036], ""type"": ""Point""}";49.233332176337036, -123.08384098189886
7;Sunset;"{""coordinates"": [-123.08868053203403, 49.2222152860139], ""type"": ""Point""}";49.2222152860139, -123.08868053203403
O;Sunset;"{""coordinates"": [-123.08306493454813, 49.208091445382415], ""type"": ""Point""}";49.208091445382415, -123.08306493454813
2;Sunset;"{""coordinates"": [-123.07840851036559, 49.211785862966536], ""type"": ""Point""}";49.211785862966536, -123.07840851036559
G;Sunset;"{""coordinates"": [-123.08005625642316, 49.21019127152736], ""type"": ""Point""}";49.21019127152736, -123.08005625642316
10;Sunset;"{""coordinates"": [-123.08383031097819, 49.212127033565906], ""type"": ""Point""}";49.212127033565906, -123.08383031097819
3;Sunset;"{""coordinates"": [-123.0846356495691, 49.214113045798605], ""type"": ""Point""}";49.214113045798605, -123.0846356495691
B;Sunset;"{""coordinates"": [-123.08234335354494, 49.215010569745516], ""type"": ""Point""}";49.215010569745516, -123.08234335354494
2;Sunset;"{""coordinates"": [-123.0842317846313, 49.2176616640607], ""type"": ""Point""}";49.2176616640607, -123.0842317846313
A;Strathcona;"{""coordinates"": [-123.07869773878723, 49.280533383937694], ""type"": ""Point""}";49.280533383937694, -123.07869773878723
65;Strathcona;"{""coordinates"": [-123.08447546791146, 49.280631174887645], ""type"": ""Point""}";49.280631174887645, -123.08447546791146
125;Strathcona;"{""coordinates"": [-123.08343634190494, 49.2770339383257], ""type"": ""Point""}";49.2770339383257, -123.08343634190494
14;Strathcona;"{""coordinates"": [-123.0803554558999, 49.28039946520452], ""type"": ""Point""}";49.28039946520452, -123.0803554558999
96;Strathcona;"{""coordinates"": [-123.08211969865656, 49.27712207187198], ""type"": ""Point""}";49.27712207187198, -123.08211969865656
77;Strathcona;"{""coordinates"": [-123.08602497480315, 49.27955397437741], ""type"": ""Point""}";49.27955397437741, -123.08602497480315
47;Strathcona;"{""coordinates"": [-123.08196314644645, 49.28352730810595], ""type"": ""Point""}";49.28352730810595, -123.08196314644645
56;Grandview-Woodland;"{""coordinates"": [-123.07455593325878, 49.270992013522644], ""type"": ""Point""}";49.270992013522644, -123.07455593325878
22;Grandview-Woodland;"{""coordinates"": [-123.06851757101772, 49.27610418286243], ""type"": ""Point""}";49.27610418286243, -123.06851757101772
38;Grandview-Woodland;"{""coordinates"": [-123.07635294499549, 49.27327587953404], ""type"": ""Point""}";49.27327587953404, -123.07635294499549
31;Grandview-Woodland;"{""coordinates"": [-123.07500827295257, 49.27505753769588], ""type"": ""Point""}";49.27505753769588, -123.07500827295257
D;Grandview-Woodland;"{""coordinates"": [-123.07093391693947, 49.26286914602765], ""type"": ""Point""}";49.26286914602765, -123.07093391693947
B;Grandview-Woodland;"{""coordinates"": [-123.07465940087711, 49.264457852595946], ""type"": ""Point""}";49.264457852595946, -123.07465940087711
A;Grandview-Woodland;"{""coordinates"": [-123.07250968176693, 49.26485449789364], ""type"": ""Point""}";49.26485449789364, -123.07250968176693
2;Grandview-Woodland;"{""coordinates"": [-123.06858822672324, 49.26537835318145], ""type"": ""Point""}";49.26537835318145, -123.06858822672324
BLK. 145;Grandview-Woodland;"{""coordinates"": [-123.07223723763205, 49.266291562065135], ""type"": ""Point""}";49.266291562065135, -123.07223723763205
BLK. 144;Grandview-Woodland;"{""coordinates"": [-123.0688858510437, 49.26845991347335], ""type"": ""Point""}";49.26845991347335, -123.0688858510437
5;Kensington-Cedar Cottage;"{""coordinates"": [-123.073226598074, 49.2556531962272], ""type"": ""Point""}";49.2556531962272, -123.073226598074
4;Kensington-Cedar Cottage;"{""coordinates"": [-123.073071967124, 49.255400933303854], ""type"": ""Point""}";49.255400933303854, -123.073071967124
14;Kensington-Cedar Cottage;"{""coordinates"": [-123.07247923305752, 49.25465048479781], ""type"": ""Point""}";49.25465048479781, -123.07247923305752
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.07152757034115, 49.255064615065905], ""type"": ""Point""}";49.255064615065905, -123.07152757034115
14;Kensington-Cedar Cottage;"{""coordinates"": [-123.07029566922589, 49.25461608698881], ""type"": ""Point""}";49.25461608698881, -123.07029566922589
85;Kensington-Cedar Cottage;"{""coordinates"": [-123.07704218790975, 49.25560618857638], ""type"": ""Point""}";49.25560618857638, -123.07704218790975
A;Kensington-Cedar Cottage;"{""coordinates"": [-123.06891908060801, 49.25879201862515], ""type"": ""Point""}";49.25879201862515, -123.06891908060801
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.07588884325742, 49.24489331417956], ""type"": ""Point""}";49.24489331417956, -123.07588884325742
17;Kensington-Cedar Cottage;"{""coordinates"": [-123.07808568556142, 49.24435586917477], ""type"": ""Point""}";49.24435586917477, -123.07808568556142
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.07260764313644, 49.23792681989002], ""type"": ""Point""}";49.23792681989002, -123.07260764313644
5;Kensington-Cedar Cottage;"{""coordinates"": [-123.07077093317369, 49.236537231667775], ""type"": ""Point""}";49.236537231667775, -123.07077093317369
E;Kensington-Cedar Cottage;"{""coordinates"": [-123.06952196409028, 49.236504275857996], ""type"": ""Point""}";49.236504275857996, -123.06952196409028
A;Kensington-Cedar Cottage;"{""coordinates"": [-123.06933971463707, 49.239566447642375], ""type"": ""Point""}";49.239566447642375, -123.06933971463707
5;Kensington-Cedar Cottage;"{""coordinates"": [-123.07293121734021, 49.24417849682185], ""type"": ""Point""}";49.24417849682185, -123.07293121734021
11;Victoria-Fraserview;"{""coordinates"": [-123.06941966364593, 49.22808349360876], ""type"": ""Point""}";49.22808349360876, -123.06941966364593
3;Victoria-Fraserview;"{""coordinates"": [-123.07495263206656, 49.22984587744947], ""type"": ""Point""}";49.22984587744947, -123.07495263206656
2;Victoria-Fraserview;"{""coordinates"": [-123.06934074528657, 49.231637405325976], ""type"": ""Point""}";49.231637405325976, -123.06934074528657
1;Victoria-Fraserview;"{""coordinates"": [-123.0765521680076, 49.231675309235264], ""type"": ""Point""}";49.231675309235264, -123.0765521680076
4;Kensington-Cedar Cottage;"{""coordinates"": [-123.07734855029395, 49.2339958239021], ""type"": ""Point""}";49.2339958239021, -123.07734855029395
1;Victoria-Fraserview;"{""coordinates"": [-123.07052462571089, 49.21934044111055], ""type"": ""Point""}";49.21934044111055, -123.07052462571089
4;Victoria-Fraserview;"{""coordinates"": [-123.06765232306189, 49.22209327294264], ""type"": ""Point""}";49.22209327294264, -123.06765232306189
9;Victoria-Fraserview;"{""coordinates"": [-123.07653124632887, 49.22438213674115], ""type"": ""Point""}";49.22438213674115, -123.07653124632887
26;Victoria-Fraserview;"{""coordinates"": [-123.07068385801583, 49.226075092481025], ""type"": ""Point""}";49.226075092481025, -123.07068385801583
23;Victoria-Fraserview;"{""coordinates"": [-123.07047894310035, 49.22641267498242], ""type"": ""Point""}";49.22641267498242, -123.07047894310035
3;Sunset;"{""coordinates"": [-123.0780916676073, 49.21226303463936], ""type"": ""Point""}";49.21226303463936, -123.0780916676073
F;Victoria-Fraserview;"{""coordinates"": [-123.07046702960122, 49.20894467368886], ""type"": ""Point""}";49.20894467368886, -123.07046702960122
13;Victoria-Fraserview;"{""coordinates"": [-123.06753684920167, 49.215185383093726], ""type"": ""Point""}";49.215185383093726, -123.06753684920167
9;Victoria-Fraserview;"{""coordinates"": [-123.07492564420475, 49.21391406617213], ""type"": ""Point""}";49.21391406617213, -123.07492564420475
5;Victoria-Fraserview;"{""coordinates"": [-123.07634002545821, 49.21576555632406], ""type"": ""Point""}";49.21576555632406, -123.07634002545821
21;Grandview-Woodland;"{""coordinates"": [-123.06656001506505, 49.276048351562956], ""type"": ""Point""}";49.276048351562956, -123.06656001506505
46;Grandview-Woodland;"{""coordinates"": [-123.06661296474617, 49.27241817801559], ""type"": ""Point""}";49.27241817801559, -123.06661296474617
36;Grandview-Woodland;"{""coordinates"": [-123.06661525800932, 49.27423354084084], ""type"": ""Point""}";49.27423354084084, -123.06661525800932
BLK. C;Grandview-Woodland;"{""coordinates"": [-123.07385065483098, 49.28301447568903], ""type"": ""Point""}";49.28301447568903, -123.07385065483098
BLK. D;Grandview-Woodland;"{""coordinates"": [-123.06984457976347, 49.282842775004866], ""type"": ""Point""}";49.282842775004866, -123.06984457976347
BLK. C;Grandview-Woodland;"{""coordinates"": [-123.07296271114436, 49.285394083004796], ""type"": ""Point""}";49.285394083004796, -123.07296271114436
137;Grandview-Woodland;"{""coordinates"": [-123.06721453596596, 49.27086973910025], ""type"": ""Point""}";49.27086973910025, -123.06721453596596
139;Grandview-Woodland;"{""coordinates"": [-123.0597078293407, 49.27066636990222], ""type"": ""Point""}";49.27066636990222, -123.0597078293407
B;Grandview-Woodland;"{""coordinates"": [-123.05758802163142, 49.27001465565313], ""type"": ""Point""}";49.27001465565313, -123.05758802163142
2;Grandview-Woodland;"{""coordinates"": [-123.05739812790046, 49.269859780930716], ""type"": ""Point""}";49.269859780930716, -123.05739812790046
2;Grandview-Woodland;"{""coordinates"": [-123.05740642563472, 49.273551700322436], ""type"": ""Point""}";49.273551700322436, -123.05740642563472
A;Kensington-Cedar Cottage;"{""coordinates"": [-123.06455106878907, 49.26200747754248], ""type"": ""Point""}";49.26200747754248, -123.06455106878907
B;Grandview-Woodland;"{""coordinates"": [-123.06300413080848, 49.26426102768256], ""type"": ""Point""}";49.26426102768256, -123.06300413080848
B;Grandview-Woodland;"{""coordinates"": [-123.06297531206609, 49.2669643622655], ""type"": ""Point""}";49.2669643622655, -123.06297531206609
2;Kensington-Cedar Cottage;"{""coordinates"": [-123.06316876681615, 49.25045615332894], ""type"": ""Point""}";49.25045615332894, -123.06316876681615
18;Kensington-Cedar Cottage;"{""coordinates"": [-123.06223842813228, 49.252320189735855], ""type"": ""Point""}";49.252320189735855, -123.06223842813228
11;Kensington-Cedar Cottage;"{""coordinates"": [-123.06591369994564, 49.25340502600946], ""type"": ""Point""}";49.25340502600946, -123.06591369994564
D;Kensington-Cedar Cottage;"{""coordinates"": [-123.06587988660416, 49.2513952967886], ""type"": ""Point""}";49.2513952967886, -123.06587988660416
166;Kensington-Cedar Cottage;"{""coordinates"": [-123.05775573130077, 49.257734517391604], ""type"": ""Point""}";49.257734517391604, -123.05775573130077
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.06562290026673, 49.24068699706986], ""type"": ""Point""}";49.24068699706986, -123.06562290026673
13;Kensington-Cedar Cottage;"{""coordinates"": [-123.06707856205175, 49.24356564473636], ""type"": ""Point""}";49.24356564473636, -123.06707856205175
BLK  B;Kensington-Cedar Cottage;"{""coordinates"": [-123.05910922810362, 49.24508980490122], ""type"": ""Point""}";49.24508980490122, -123.05910922810362
2;Kensington-Cedar Cottage;"{""coordinates"": [-123.05846569367579, 49.24521382581835], ""type"": ""Point""}";49.24521382581835, -123.05846569367579
14;Kensington-Cedar Cottage;"{""coordinates"": [-123.05901619767998, 49.2482021034237], ""type"": ""Point""}";49.2482021034237, -123.05901619767998
A;Kensington-Cedar Cottage;"{""coordinates"": [-123.0618032579934, 49.24595373651556], ""type"": ""Point""}";49.24595373651556, -123.0618032579934
M;Kensington-Cedar Cottage;"{""coordinates"": [-123.06396867918467, 49.24519879329642], ""type"": ""Point""}";49.24519879329642, -123.06396867918467
D;Kensington-Cedar Cottage;"{""coordinates"": [-123.06372736201762, 49.24705922157112], ""type"": ""Point""}";49.24705922157112, -123.06372736201762
