civic_number;geo_local_area;geom;p_parcel_id;pcoord;site_id;std_street;geo_point_2d
681;Sunset;"{""coordinates"": [-123.09212474442758, 49.213339838096296], ""type"": ""Point""}";__FIZ6G8;82120387;013975358;E 63RD AV;49.213339838096296, -123.09212474442758
1135;Shaughnessy;"{""coordinates"": [-123.13118997576929, 49.23434686835517], ""type"": ""Point""}";__FIZGK6;75014761;011044560;W 41ST AV;49.23434686835517, -123.13118997576929
759;Sunset;"{""coordinates"": [-123.08949936897972, 49.2132556463467], ""type"": ""Point""}";__FIZ6GE;82121081;013442767;E 63RD AV;49.2132556463467, -123.08949936897972
5675;Shaughnessy;"{""coordinates"": [-123.1328154664637, 49.23440659247901], ""type"": ""Point""}";__FIZGKK;75014595;010159118;SELKIRK ST;49.23440659247901, -123.1328154664637
710;Sunset;"{""coordinates"": [-123.09060693843438, 49.212872411317626], ""type"": ""Point""}";__FIZ6GS;82121004;011981687;E 63RD AV;49.212872411317626, -123.09060693843438
5680;South Cambie;"{""coordinates"": [-123.1276297420687, 49.23423760633887], ""type"": ""Point""}";__FIZGKO;75015007;024271896;OAK ST;49.23423760633887, -123.1276297420687
8017;Sunset;"{""coordinates"": [-123.0900050551923, 49.212227020392945], ""type"": ""Point""}";__FIZ6HM;21182149;004525035;CHESTER ST;49.212227020392945, -123.0900050551923
7987;Sunset;"{""coordinates"": [-123.09000056474886, 49.21240064189934], ""type"": ""Point""}";__FIZ6HQ;21182133;013236563;CHESTER ST;49.21240064189934, -123.09000056474886
734;Sunset;"{""coordinates"": [-123.09004736123616, 49.2127577092547], ""type"": ""Point""}";__FIZ6HW;82121046;008191131;E 63RD AV;49.2127577092547, -123.09004736123616
738;Sunset;"{""coordinates"": [-123.08990595086576, 49.21275783739751], ""type"": ""Point""}";__FIZ6HY;82121066;011981768;E 63RD AV;49.21275783739751, -123.08990595086576
760;Sunset;"{""coordinates"": [-123.08931678401021, 49.21274795888614], ""type"": ""Point""}";__FIZ6I2;82121104;009539506;E 63RD AV;49.21274795888614, -123.08931678401021
312;Sunset;"{""coordinates"": [-123.09985723191146, 49.21325145620887], ""type"": ""Point""}";__FIZ6I8;82119512;011982560;E 63RD AV;49.21325145620887, -123.09985723191146
320;Sunset;"{""coordinates"": [-123.09971373957778, 49.213247982053836], ""type"": ""Point""}";__FIZ6IA;82119520;008630097;E 63RD AV;49.213247982053836, -123.09971373957778
328;Sunset;"{""coordinates"": [-123.09958672582616, 49.21324539304317], ""type"": ""Point""}";__FIZ6IC;82119528;011982578;E 63RD AV;49.21324539304317, -123.09958672582616
336;Sunset;"{""coordinates"": [-123.09944597694759, 49.21324056689753], ""type"": ""Point""}";__FIZ6IE;82119536;011982586;E 63RD AV;49.21324056689753, -123.09944597694759
358;Sunset;"{""coordinates"": [-123.09902992839504, 49.21322878969861], ""type"": ""Point""}";__FIZ6II;82119558;011982616;E 63RD AV;49.21322878969861, -123.09902992839504
372;Sunset;"{""coordinates"": [-123.09871465622055, 49.21322051404015], ""type"": ""Point""}";__FIZ6IM;82119572;010244280;E 63RD AV;49.21322051404015, -123.09871465622055
378;Sunset;"{""coordinates"": [-123.09852859554994, 49.21321527572705], ""type"": ""Point""}";__FIZ6IO;82119578;008244511;E 63RD AV;49.21321527572705, -123.09852859554994
345;Sunset;"{""coordinates"": [-123.09918981403068, 49.212861186133544], ""type"": ""Point""}";__FIZ6J0;82319547;011982659;E 64TH AV;49.212861186133544, -123.09918981403068
304;Sunset;"{""coordinates"": [-123.10003645345552, 49.21234411762359], ""type"": ""Point""}";__FIZ6JC;82319504;007344899;E 64TH AV;49.21234411762359, -123.10003645345552
328;Sunset;"{""coordinates"": [-123.09963151743433, 49.2123309746786], ""type"": ""Point""}";__FIZ6JI;82319528;011981261;E 64TH AV;49.2123309746786, -123.09963151743433
372;Sunset;"{""coordinates"": [-123.09876235891765, 49.21231194046016], ""type"": ""Point""}";__FIZ6JS;82319572;010244506;E 64TH AV;49.21231194046016, -123.09876235891765
390;Sunset;"{""coordinates"": [-123.09821134163231, 49.2122966595294], ""type"": ""Point""}";__FIZ6JY;82319592;009759123;E 64TH AV;49.2122966595294, -123.09821134163231
393;Sunset;"{""coordinates"": [-123.0982307581591, 49.211923338640176], ""type"": ""Point""}";__FIZ6K0;82519593;010244549;E 65TH AV;49.211923338640176, -123.0982307581591
355;Sunset;"{""coordinates"": [-123.09909716452792, 49.21194283797921], ""type"": ""Point""}";__FIZ6KA;82519555;011981334;E 65TH AV;49.21194283797921, -123.09909716452792
347;Sunset;"{""coordinates"": [-123.09923104003447, 49.2119454126382], ""type"": ""Point""}";__FIZ6KC;82519547;011981351;E 65TH AV;49.2119454126382, -123.09923104003447
333;Sunset;"{""coordinates"": [-123.09950236280052, 49.21195147593316], ""type"": ""Point""}";__FIZ6KG;82519533;011981377;E 65TH AV;49.21195147593316, -123.09950236280052
304;Sunset;"{""coordinates"": [-123.100083353717, 49.211451735566214], ""type"": ""Point""}";__FIZ6KK;82519504;011980532;E 65TH AV;49.211451735566214, -123.100083353717
382;Sunset;"{""coordinates"": [-123.09864507036617, 49.211426886489555], ""type"": ""Point""}";__FIZ6L2;82519582;010245731;E 65TH AV;49.211426886489555, -123.09864507036617
388;Sunset;"{""coordinates"": [-123.09844668968661, 49.21143695055346], ""type"": ""Point""}";__FIZ6L4;82519588;010245774;E 65TH AV;49.21143695055346, -123.09844668968661
349;Sunset;"{""coordinates"": [-123.09936597718388, 49.21106644808086], ""type"": ""Point""}";__FIZ6LI;83019549;005013992;SE MARINE DRIVE;49.21106644808086, -123.09936597718388
305;Sunset;"{""coordinates"": [-123.1000772061692, 49.211072589518814], ""type"": ""Point""}";__FIZ6LQ;83019505;009514724;SE MARINE DRIVE;49.211072589518814, -123.1000772061692
416;Sunset;"{""coordinates"": [-123.09755087264197, 49.213149999230204], ""type"": ""Point""}";__FIZ6LU;82119716;010589368;E 63RD AV;49.213149999230204, -123.09755087264197
448;Sunset;"{""coordinates"": [-123.09647759310309, 49.21303127236507], ""type"": ""Point""}";__FIZ6M4;82119752;007680457;E 63RD AV;49.21303127236507, -123.09647759310309
460;Sunset;"{""coordinates"": [-123.0959017075179, 49.21301152153333], ""type"": ""Point""}";__FIZ6MA;82119772;010259511;E 63RD AV;49.21301152153333, -123.0959017075179
464;Sunset;"{""coordinates"": [-123.09571427312927, 49.213005380299045], ""type"": ""Point""}";__FIZ6MC;82119782;010262318;E 63RD AV;49.213005380299045, -123.09571427312927
7993;Sunset;"{""coordinates"": [-123.09551080666903, 49.21253868442573], ""type"": ""Point""}";__FIZ6MG;82419791;010262351;BUSCOMBE ST;49.21253868442573, -123.09551080666903
431;Sunset;"{""coordinates"": [-123.09657765387243, 49.212540936713644], ""type"": ""Point""}";__FIZ6MI;82419741;010589252;E 64TH AV;49.212540936713644, -123.09657765387243
403;Sunset;"{""coordinates"": [-123.09759940654885, 49.21238084335803], ""type"": ""Point""}";__FIZ6MW;19782194;010586580;E 64TH AV;49.21238084335803, -123.09759940654885
415;Sunset;"{""coordinates"": [-123.0971917203234, 49.21134985951581], ""type"": ""Point""}";__FIZ6N4;83019721;010585231;SE MARINE DRIVE;49.21134985951581, -123.0971917203234
436;Sunset;"{""coordinates"": [-123.09680074553796, 49.211914660074875], ""type"": ""Point""}";__FIZ6NG;82419730;003399052;E 64TH AV;49.211914660074875, -123.09680074553796
8164;Sunset;"{""coordinates"": [-123.09761162530181, 49.21164096173424], ""type"": ""Point""}";__FIZ6NM;19782464;010586458;PRINCE EDWARD ST;49.21164096173424, -123.09761162530181
8126;Sunset;"{""coordinates"": [-123.09760202054558, 49.211972005395744], ""type"": ""Point""}";__FIZ6NS;19782426;009591907;PRINCE EDWARD ST;49.211972005395744, -123.09760202054558
457;Sunset;"{""coordinates"": [-123.09553128373099, 49.21144391416147], ""type"": ""Point""}";__FIZ6O2;83019793;002495562;SE MARINE DRIVE;49.21144391416147, -123.09553128373099
455;Sunset;"{""coordinates"": [-123.09571593244841, 49.21143970442595], ""type"": ""Point""}";__FIZ6O4;83019785;004442377;SE MARINE DRIVE;49.21143970442595, -123.09571593244841
449;Sunset;"{""coordinates"": [-123.09590265180846, 49.211434161373575], ""type"": ""Point""}";__FIZ6O6;83019777;009603263;SE MARINE DRIVE;49.211434161373575, -123.09590265180846
8064;Sunset;"{""coordinates"": [-123.09506821758072, 49.21195074884648], ""type"": ""Point""}";__FIZ6O8;19982404;008484236;BUSCOMBE ST;49.21195074884648, -123.09506821758072
8064;Sunset;"{""coordinates"": [-123.09507277914395, 49.21183064902258], ""type"": ""Point""}";__FIZ6OA;19982424;008484228;BUSCOMBE ST;49.21183064902258, -123.09507277914395
8064;Sunset;"{""coordinates"": [-123.09507735270789, 49.211709658652694], ""type"": ""Point""}";__FIZ6OC;19982444;008484210;BUSCOMBE ST;49.211709658652694, -123.09507735270789
8162;Sunset;"{""coordinates"": [-123.09507476442224, 49.21151985123449], ""type"": ""Point""}";__FIZ6OG;19982480;006435262;BUSCOMBE ST;49.21151985123449, -123.09507476442224
491;Sunset;"{""coordinates"": [-123.09463171537686, 49.21131647180198], ""type"": ""Point""}";__FIZ6OM;83019975;013225821;SE MARINE DRIVE;49.21131647180198, -123.09463171537686
8115;Sunset;"{""coordinates"": [-123.09466249009174, 49.21160700335439], ""type"": ""Point""}";__FIZ6OS;20182471;013225928;ST. GEORGE ST;49.21160700335439, -123.09466249009174
8095;Sunset;"{""coordinates"": [-123.09467038780447, 49.211781064675634], ""type"": ""Point""}";__FIZ6OW;20182451;013226037;ST. GEORGE ST;49.211781064675634, -123.09467038780447
8061;Sunset;"{""coordinates"": [-123.09465621674738, 49.21196728771442], ""type"": ""Point""}";__FIZ6P0;20182431;013226088;ST. GEORGE ST;49.21196728771442, -123.09465621674738
8114;Sunset;"{""coordinates"": [-123.09399215990001, 49.211515807831056], ""type"": ""Point""}";__FIZ6PE;20182470;008697922;ST. GEORGE ST;49.211515807831056, -123.09399215990001
8181;Sunset;"{""coordinates"": [-123.09363129952256, 49.211215640324], ""type"": ""Point""}";__FIZ6PM;20382597;008484261;POPLAR ST;49.211215640324, -123.09363129952256
8109;Sunset;"{""coordinates"": [-123.09361904440783, 49.211618657111956], ""type"": ""Point""}";__FIZ6PQ;20382531;008116652;POPLAR ST;49.211618657111956, -123.09361904440783
636;Sunset;"{""coordinates"": [-123.09262670873945, 49.212846468089054], ""type"": ""Point""}";__FIZ6QA;82120336;011656671;E 63RD AV;49.212846468089054, -123.09262670873945
652;Sunset;"{""coordinates"": [-123.09237064604247, 49.21283812762037], ""type"": ""Point""}";__FIZ6QE;82120352;007220596;E 63RD AV;49.21283812762037, -123.09237064604247
660;Sunset;"{""coordinates"": [-123.09222989902737, 49.212833301675744], ""type"": ""Point""}";__FIZ6QG;82120356;011985275;E 63RD AV;49.212833301675744, -123.09222989902737
638;Sunset;"{""coordinates"": [-123.0926697555015, 49.21238450767471], ""type"": ""Point""}";__FIZ6QY;82320338;009679995;E 64TH AV;49.21238450767471, -123.0926697555015
662;Sunset;"{""coordinates"": [-123.09230796917679, 49.212382557532706], ""type"": ""Point""}";__FIZ6R0;82320362;009680471;E 64TH AV;49.212382557532706, -123.09230796917679
8061;Sunset;"{""coordinates"": [-123.09145554488813, 49.21213003628956], ""type"": ""Point""}";__FIZ6RG;21082391;004290011;FRASER ST;49.21213003628956, -123.09145554488813
8061;Sunset;"{""coordinates"": [-123.09145404491673, 49.21206122353926], ""type"": ""Point""}";__FIZ6RI;21082391;004289978;FRASER ST;49.21206122353926, -123.09145404491673
8061;Sunset;"{""coordinates"": [-123.09145733929189, 49.211993747289796], ""type"": ""Point""}";__FIZ6RK;21082391;004289943;FRASER ST;49.211993747289796, -123.09145733929189
8061;Sunset;"{""coordinates"": [-123.09145845802958, 49.21193032963622], ""type"": ""Point""}";__FIZ6RM;21082391;004289919;FRASER ST;49.21193032963622, -123.09145845802958
651;Sunset;"{""coordinates"": [-123.0923869238994, 49.21203885649967], ""type"": ""Point""}";__FIZ6RU;82520351;011656514;E 65TH AV;49.21203885649967, -123.0923869238994
632;Sunset;"{""coordinates"": [-123.09277182346102, 49.21157527276106], ""type"": ""Point""}";__FIZ6S6;82520332;005267382;E 65TH AV;49.21157527276106, -123.09277182346102
7885;Sunset;"{""coordinates"": [-123.09161458274133, 49.2132961759517], ""type"": ""Point""}";__FIZ6SK;21081987;LMS2988;FRASER ST;49.2132961759517, -123.09161458274133
383;Sunset;"{""coordinates"": [-123.09854651696894, 49.212843746180994], ""type"": ""Point""}";__FIZ6T0;82319583;010244450;E 64TH AV;49.212843746180994, -123.09854651696894
8138;Sunset;"{""coordinates"": [-123.10003373962167, 49.21196541842331], ""type"": ""Point""}";__FIZ6T2;82519503;011945818;SOPHIA ST;49.21196541842331, -123.10003373962167
319;Sunset;"{""coordinates"": [-123.09982091867623, 49.21195794754676], ""type"": ""Point""}";__FIZ6T4;82519519;011981407;E 65TH AV;49.21195794754676, -123.09982091867623
439;Sunset;"{""coordinates"": [-123.09613141036208, 49.212539069130806], ""type"": ""Point""}";__FIZ6T8;82419773;006639950;E 64TH AV;49.212539069130806, -123.09613141036208
8125;Sunset;"{""coordinates"": [-123.09364081814822, 49.21151563443205], ""type"": ""Point""}";__FIZ6TA;20382561;013237284;POPLAR ST;49.21151563443205, -123.09364081814822
8143;Sunset;"{""coordinates"": [-123.09362551510206, 49.211424344673254], ""type"": ""Point""}";__FIZ6TC;20382579;003579034;POPLAR ST;49.211424344673254, -123.09362551510206
7872;Sunset;"{""coordinates"": [-123.09078153482751, 49.213276621261535], ""type"": ""Point""}";__FIZ6TI;21081976;VAS1889;FRASER ST;49.213276621261535, -123.09078153482751
555;Sunset;"{""coordinates"": [-123.0937530981364, 49.21345139175639], ""type"": ""Point""}";__FIZ6TO;82120121;016080271;E 63RD AV;49.21345139175639, -123.0937530981364
757;Sunset;"{""coordinates"": [-123.08919871968476, 49.21762664980817], ""type"": ""Point""}";__FIZ6TS;81121057;013968190;E 58TH AV;49.21762664980817, -123.08919871968476
753;Sunset;"{""coordinates"": [-123.08917987326134, 49.21587530160034], ""type"": ""Point""}";__FIZ6TY;81421053;014488183;E 60TH AV;49.21587530160034, -123.08917987326134
766;Sunset;"{""coordinates"": [-123.08918293839238, 49.21454894504414], ""type"": ""Point""}";__FIZ6U4;81721064;004739043;E 61ST AV;49.21454894504414, -123.08918293839238
764;Sunset;"{""coordinates"": [-123.08916107452362, 49.212744930832564], ""type"": ""Point""}";__FIZ6U8;82121124;009539531;E 63RD AV;49.212744930832564, -123.08916107452362
7964;Sunset;"{""coordinates"": [-123.0891695279407, 49.21255917167084], ""type"": ""Point""}";__FIZ6UA;21182118;013236571;CHESTER ST;49.21255917167084, -123.0891695279407
8016;Sunset;"{""coordinates"": [-123.0891650462255, 49.21228886680406], ""type"": ""Point""}";__FIZ6UG;21182134;007507488;CHESTER ST;49.21228886680406, -123.0891650462255
8054;Sunset;"{""coordinates"": [-123.08917019135467, 49.212103559945554], ""type"": ""Point""}";__FIZ6UK;21182144;013236610;CHESTER ST;49.212103559945554, -123.08917019135467
8096;Sunset;"{""coordinates"": [-123.08917123108054, 49.21191824725494], ""type"": ""Point""}";__FIZ6UM;21182154;008342806;CHESTER ST;49.21191824725494, -123.08917123108054
710;Sunset;"{""coordinates"": [-123.09048325154542, 49.21062184261092], ""type"": ""Point""}";__FIZ6UW;83021002;006674372;SE MARINE DRIVE;49.21062184261092, -123.09048325154542
620;Sunset;"{""coordinates"": [-123.09240597468653, 49.21059865979051], ""type"": ""Point""}";__FIZ6V0;83020350;008778566;SE MARINE DRIVE;49.21059865979051, -123.09240597468653
8240;Sunset;"{""coordinates"": [-123.09355674249095, 49.21023924420897], ""type"": ""Point""}";__FIZ6V8;20183046;013083651;ST. GEORGE ST;49.21023924420897, -123.09355674249095
8240;Sunset;"{""coordinates"": [-123.09355407100358, 49.21032964902632], ""type"": ""Point""}";__FIZ6VA;20183052;013083635;ST. GEORGE ST;49.21032964902632, -123.09355407100358
688;Sunset;"{""coordinates"": [-123.09177783845332, 49.210587934468556], ""type"": ""Point""}";__FIZ6VM;83020392;009941053;SE MARINE DRIVE;49.210587934468556, -123.09177783845332
310;Sunset;"{""coordinates"": [-123.10003585978356, 49.20627925028437], ""type"": ""Point""}";__FIZ6WK;83919012;005120276;E KENT AV SOUTH;49.20627925028437, -123.10003585978356
;Sunset;"{""coordinates"": [-123.09833697331015, 49.205103350795305], ""type"": ""Point""}";__FIZ6WM;83919726;;;49.205103350795305, -123.09833697331015
;Sunset;"{""coordinates"": [-123.09564342709392, 49.20509975664612], ""type"": ""Point""}";__FIZ6WS;83919766;;;49.20509975664612, -123.09564342709392
900;Sunset;"{""coordinates"": [-123.0868957168248, 49.20756592854972], ""type"": ""Point""}";__FIZ6XK;83921184;006582991;E KENT AV SOUTH;49.20756592854972, -123.0868957168248
8930;Marpole;"{""coordinates"": [-123.13006911999916, 49.204101284508305], ""type"": ""Point""}";__FIZ6Y6;14984074;012963798;OAK ST;49.204101284508305, -123.13006911999916
8960;Marpole;"{""coordinates"": [-123.13002607070496, 49.20396595370829], ""type"": ""Point""}";__FIZ6Y8;14984126;004576373;OAK ST;49.20396595370829, -123.13002607070496
975;Marpole;"{""coordinates"": [-123.12991270037932, 49.203655320624826], ""type"": ""Point""}";__FIZ6YA;14984188;007044232;W KENT AV NORTH;49.203655320624826, -123.12991270037932
8910;Marpole;"{""coordinates"": [-123.12724133186803, 49.20426690737062], ""type"": ""Point""}";__FIZ6YU;15184056;013292951;SHAUGHNESSY ST;49.20426690737062, -123.12724133186803
8628;Marpole;"{""coordinates"": [-123.13424950329656, 49.208088875145094], ""type"": ""Point""}";__FIZ6YY;14483026;014341425;HUDSON ST;49.208088875145094, -123.13424950329656
489;Oakridge;"{""coordinates"": [-123.11525194958509, 49.23184865150285], ""type"": ""Point""}";__FIZGKW;75517027;005911699;W 43RD AV;49.23184865150285, -123.11525194958509
407;Oakridge;"{""coordinates"": [-123.1143350679945, 49.2318118275101], ""type"": ""Point""}";__FIZGL2;75517067;010336010;W 43RD AV;49.2318118275101, -123.1143350679945
388;Oakridge;"{""coordinates"": [-123.11396286251225, 49.232179210725725], ""type"": ""Point""}";__FIZGL8;75217086;010336052;W 42ND AV;49.232179210725725, -123.11396286251225
428;Oakridge;"{""coordinates"": [-123.11460915423864, 49.23220462160513], ""type"": ""Point""}";__FIZGLE;75217056;010336087;W 42ND AV;49.23220462160513, -123.11460915423864
5875;Oakridge;"{""coordinates"": [-123.11366597911436, 49.23178597877215], ""type"": ""Point""}";__FIZGLQ;75517097;002518155;ALBERTA ST;49.23178597877215, -123.11366597911436
357;Oakridge;"{""coordinates"": [-123.11373122717968, 49.23269081026016], ""type"": ""Point""}";__FIZGM4;75217095;010337351;W 42ND AV;49.23269081026016, -123.11373122717968
426;Oakridge;"{""coordinates"": [-123.11457147092868, 49.23314059725108], ""type"": ""Point""}";__FIZGMC;75017054;008500444;W 41ST AV;49.23314059725108, -123.11457147092868
488;Oakridge;"{""coordinates"": [-123.11509918437486, 49.23316901940154], ""type"": ""Point""}";__FIZGMI;75017030;029276420;W 41ST AV;49.23316901940154, -123.11509918437486
5608;South Cambie;"{""coordinates"": [-123.11740269756933, 49.234640294696305], ""type"": ""Point""}";__FIZGNW;16574348;009972862;ASH ST;49.234640294696305, -123.11740269756933
5588;South Cambie;"{""coordinates"": [-123.11739895593891, 49.23479456706512], ""type"": ""Point""}";__FIZGNY;16574336;009972901;ASH ST;49.23479456706512, -123.11739895593891
5609;South Cambie;"{""coordinates"": [-123.11826111686945, 49.23466600908339], ""type"": ""Point""}";__FIZGOA;16574351;009973150;ASH ST;49.23466600908339, -123.11826111686945
5609;South Cambie;"{""coordinates"": [-123.11978757310808, 49.2347192174441], ""type"": ""Point""}";__FIZGOY;16474349;009918876;MANSON ST;49.2347192174441, -123.11978757310808
5561;South Cambie;"{""coordinates"": [-123.11978106949685, 49.23502911060355], ""type"": ""Point""}";__FIZGP0;16474325;009918892;MANSON ST;49.23502911060355, -123.11978106949685
5630;South Cambie;"{""coordinates"": [-123.12046158202696, 49.23458718590884], ""type"": ""Point""}";__FIZGP8;16374360;009918990;HEATHER ST;49.23458718590884, -123.12046158202696
5650;South Cambie;"{""coordinates"": [-123.12047150926276, 49.23443290698233], ""type"": ""Point""}";__FIZGPA;16374372;009919015;HEATHER ST;49.23443290698233, -123.12047150926276
391;Riley Park;"{""coordinates"": [-123.11410993507134, 49.23375456633853], ""type"": ""Point""}";__FIZGQA;75017077;010680217;W 41ST AV;49.23375456633853, -123.11410993507134
416;Riley Park;"{""coordinates"": [-123.11387949304478, 49.234124516611324], ""type"": ""Point""}";__FIZGQI;74717086;010680501;W 40TH AV;49.234124516611324, -123.11387949304478
476;Riley Park;"{""coordinates"": [-123.11495302165906, 49.23416522731562], ""type"": ""Point""}";__FIZGQQ;74717036;007968345;W 40TH AV;49.23416522731562, -123.11495302165906
481;Riley Park;"{""coordinates"": [-123.11513436706379, 49.23469576659152], ""type"": ""Point""}";__FIZGQU;74717025;010681582;W 40TH AV;49.23469576659152, -123.11513436706379
427;Riley Park;"{""coordinates"": [-123.11407086590462, 49.2346600040559], ""type"": ""Point""}";__FIZGR2;74717075;010681647;W 40TH AV;49.2346600040559, -123.11407086590462
418;Riley Park;"{""coordinates"": [-123.11383907052559, 49.23504074982622], ""type"": ""Point""}";__FIZGRA;74317084;010681680;W 39TH AV;49.23504074982622, -123.11383907052559
460;Riley Park;"{""coordinates"": [-123.11469489517818, 49.23507089194701], ""type"": ""Point""}";__FIZGRG;74317044;010681736;W 39TH AV;49.23507089194701, -123.11469489517818
482;Riley Park;"{""coordinates"": [-123.11513104354002, 49.23508617280574], ""type"": ""Point""}";__FIZGRK;74317024;010681744;W 39TH AV;49.23508617280574, -123.11513104354002
5592;Riley Park;"{""coordinates"": [-123.11300367979094, 49.23457383493942], ""type"": ""Point""}";__FIZGRY;17574352;010685286;ALBERTA ST;49.23457383493942, -123.11300367979094
247;Riley Park;"{""coordinates"": [-123.11161000808524, 49.23366492424691], ""type"": ""Point""}";__FIZGSK;75017737;010701141;W 41ST AV;49.23366492424691, -123.11161000808524
5578;Riley Park;"{""coordinates"": [-123.11161496247007, 49.23486401355443], ""type"": ""Point""}";__FIZGSQ;17774338;006640621;ELIZABETH ST;49.23486401355443, -123.11161496247007
5691;Riley Park;"{""coordinates"": [-123.11246027365063, 49.23398024680412], ""type"": ""Point""}";__FIZGT6;17774379;010685626;ELIZABETH ST;49.23398024680412, -123.11246027365063
5675;Riley Park;"{""coordinates"": [-123.11245236920594, 49.23412282925084], ""type"": ""Point""}";__FIZGT8;17774371;005873410;ELIZABETH ST;49.23412282925084, -123.11245236920594
5643;Riley Park;"{""coordinates"": [-123.1124372333109, 49.23440801146753], ""type"": ""Point""}";__FIZGTC;17774355;010685634;ELIZABETH ST;49.23440801146753, -123.1124372333109
5543;Riley Park;"{""coordinates"": [-123.11241260774797, 49.23497880213037], ""type"": ""Point""}";__FIZGTK;17774323;007921349;ELIZABETH ST;49.23497880213037, -123.11241260774797
733;South Cambie;"{""coordinates"": [-123.12186769664585, 49.23403923154148], ""type"": ""Point""}";__FIZGTQ;75016135;010165835;W 41ST AV;49.23403923154148, -123.12186769664585
715;South Cambie;"{""coordinates"": [-123.12139167651793, 49.23402310050423], ""type"": ""Point""}";__FIZGTU;75016175;010165886;W 41ST AV;49.23402310050423, -123.12139167651793
5570;South Cambie;"{""coordinates"": [-123.1219234370336, 49.23494816095637], ""type"": ""Point""}";__FIZGUA;16174338;002860163;BAILLIE ST;49.23494816095637, -123.1219234370336
5555;South Cambie;"{""coordinates"": [-123.11676421972045, 49.2347970364013], ""type"": ""Point""}";__FIZGUI;17074307;006969224;CAMBIE ST;49.2347970364013, -123.11676421972045
5655;South Cambie;"{""coordinates"": [-123.11679797759219, 49.234001812990265], ""type"": ""Point""}";__FIZGUK;17074795;006854982;CAMBIE ST;49.234001812990265, -123.11679797759219
5870;Oakridge;"{""coordinates"": [-123.13916188960589, 49.23278299830574], ""type"": ""Point""}";__FIZGUW;13075084;009314997;GRANVILLE ST;49.23278299830574, -123.13916188960589
5889;Oakridge;"{""coordinates"": [-123.1384922088618, 49.23260392495546], ""type"": ""Point""}";__FIZGV0;13375095;006867383;CARTIER ST;49.23260392495546, -123.1384922088618
5890;Oakridge;"{""coordinates"": [-123.1376274368253, 49.23257664137876], ""type"": ""Point""}";__FIZGVY;13375096;011141361;CARTIER ST;49.23257664137876, -123.1376274368253
5869;Oakridge;"{""coordinates"": [-123.13693362629502, 49.23272409753829], ""type"": ""Point""}";__FIZGW2;14175087;011029412;ATHLONE ST;49.23272409753829, -123.13693362629502
5809;Oakridge;"{""coordinates"": [-123.13691784732185, 49.23321749700474], ""type"": ""Point""}";__FIZGW8;14175057;011029439;ATHLONE ST;49.23321749700474, -123.13691784732185
5729;Oakridge;"{""coordinates"": [-123.1368970272036, 49.233875074783576], ""type"": ""Point""}";__FIZGWG;14175017;011029480;ATHLONE ST;49.233875074783576, -123.1368970272036
5709;Oakridge;"{""coordinates"": [-123.13689063758999, 49.234043293602454], ""type"": ""Point""}";__FIZGWI;14175007;011029587;ATHLONE ST;49.234043293602454, -123.13689063758999
5710;Oakridge;"{""coordinates"": [-123.13598051006012, 49.23401561066527], ""type"": ""Point""}";__FIZGWK;14175004;004511212;ATHLONE ST;49.23401561066527, -123.13598051006012
5730;Oakridge;"{""coordinates"": [-123.13599323767428, 49.233848283961294], ""type"": ""Point""}";__FIZGWM;14175014;011029854;ATHLONE ST;49.233848283961294, -123.13599323767428
5818;Oakridge;"{""coordinates"": [-123.13601749516961, 49.23318755395946], ""type"": ""Point""}";__FIZGWU;14175054;011029978;ATHLONE ST;49.23318755395946, -123.13601749516961
5880;Oakridge;"{""coordinates"": [-123.13603533853656, 49.232692344138734], ""type"": ""Point""}";__FIZGX0;14175084;011030020;ATHLONE ST;49.232692344138734, -123.13603533853656
5829;Oakridge;"{""coordinates"": [-123.13534445388312, 49.23300305118897], ""type"": ""Point""}";__FIZGXA;14475065;011030101;HUDSON ST;49.23300305118897, -123.13534445388312
5749;Oakridge;"{""coordinates"": [-123.13532499270912, 49.23366286692896], ""type"": ""Point""}";__FIZGXI;14475025;011030216;HUDSON ST;49.23366286692896, -123.13532499270912
5730;Oakridge;"{""coordinates"": [-123.13443941895515, 49.233766464800645], ""type"": ""Point""}";__FIZGXQ;14475016;010909770;HUDSON ST;49.233766464800645, -123.13443941895515
5810;Oakridge;"{""coordinates"": [-123.13445892736264, 49.2331196922901], ""type"": ""Point""}";__FIZGXW;14475056;004284691;HUDSON ST;49.2331196922901, -123.13445892736264
5828;Oakridge;"{""coordinates"": [-123.13446396982475, 49.232958221590664], ""type"": ""Point""}";__FIZGXY;14475066;010909834;HUDSON ST;49.232958221590664, -123.13446396982475
5850;Oakridge;"{""coordinates"": [-123.1344690259911, 49.232796750870506], ""type"": ""Point""}";__FIZGY0;14475076;007706286;HUDSON ST;49.232796750870506, -123.1344690259911
5870;Oakridge;"{""coordinates"": [-123.13447338036946, 49.23263483119971], ""type"": ""Point""}";__FIZGY2;14475086;010909851;HUDSON ST;49.23263483119971, -123.13447338036946
5889;Oakridge;"{""coordinates"": [-123.133839250935, 49.23245478096712], ""type"": ""Point""}";__FIZGY6;14575097;006980279;SELKIRK ST;49.23245478096712, -123.133839250935
5968;Oakridge;"{""coordinates"": [-123.13450400896484, 49.23178384428032], ""type"": ""Point""}";__FIZGYO;14475524;004599756;HUDSON ST;49.23178384428032, -123.13450400896484
